品牌,商品名稱,月份,分數,內容
DR.WU 達爾膚,超逆齡肌因再生精華(PDRN升級版),2026/05,6,很高興這次試用到這款很不錯的精華液，「DR.WU 超逆齡肌因再生精華」產品介紹：1. 全能抗老精華，直擊肌膚老化根源 專為解決各種老化問題研製的高濃度精華液，從肌膚老化根源出發，改善皺紋、乾燥和暗沉，提升肌膚緊緻度與彈性。 2. 最新雙重類泌體 × 玫瑰PDRN，高效修護協同作用 結合酵母菌類泌體與山
DR.WU 達爾膚,超逆齡肌因再生精華(PDRN升級版),2026/05,6,簡約的黑金色包裝，質感還不錯。 內裝配件跟之前買過的杏仁酸一樣，滴管是另外附上的。 這次很認真地每天記錄前後對比拍照，在化妝燈前拍，瑕疵無所遁形(苦笑) 肉眼有點難分辨，直接說感想吧~ 平時就有在使用a醛，肌膚耐受度完全沒問題，最大的體驗感是肌膚變細膩，彈力跟潤感也上升。 2周的試用期間，洗完臉
DR.WU 達爾膚,超逆齡肌因再生精華(PDRN升級版),2026/05,6,感謝UrCosme與DR.WU 達爾膚提供試用機會 這次試用的產品是超逆齡肌因再生精華(PDRN升級版) DR.WU達爾膚是台灣醫美品牌NO.1 專門針對亞洲肌膚需求所研發，有50年醫學經驗和20萬分臨床病例研究，主打無添加、不含酒精，讓消費者可以安心使用他們的產品，之前用過它的杏仁酸系列覺得很不錯
DR.WU 達爾膚,超逆齡肌因再生精華(PDRN升級版),2026/05,6,謝謝@cosme與DR.WU提供產品試用 今次試用的產品是 達爾膚 超逆齡肌因再生精華(PDRN升級版) 簡單介紹膚況： 夏混油/冬全臉偏乾 目前膚況穩定（酒糟肌穩定期） 外盒有成份說明 對於敏肌寶寶來說很安心 精華與滴管是分開裝的 使用前再打開組合 保持產品活性 設計貼心 淡黃色乳液狀 淡淡香
DR.WU 達爾膚,超逆齡肌因再生精華(PDRN升級版),2026/05,7,謝謝DR.WU達爾膚及@cosme提供本次的試用機會~ 這次要體驗今年3月上市的新品 「超逆齡肌因再生精華(PDRN升級版)」 DR.WU的超逆齡精華居然出了升級版~!!! 想當初2024年11月試用過原版的「超逆齡肌因再生精華」 表現就很不錯了，想不到品牌這麼快就與時俱進， 升級版精華添加了
DR.WU 達爾膚,超逆齡肌因再生精華(PDRN升級版),2026/05,4,已經到了肌膚開始整體崩壞的歲數了，只要有幫助的都想試試，這款DR.WU超逆齡肌因再生精華(PDRN升級版)是我沒有使用過的成分組合類型，但DR.WU是我早早就滿喜愛的品牌之一，當然是因為之前有使用過他們其他的產品。 而DR.WU超逆齡肌因再生精華(PDRN升級版)依我看來它是比較講求全方面的，也可能因
DR.WU 達爾膚,超逆齡肌因再生精華(PDRN升級版),2026/05,6,感謝@cosme及DR.WU 達爾膚提供試用機會 這次試用的產品是： 超逆齡肌因再生精華(PDRN升級版 容量: 30mL*1瓶外包裝是不透光的深色，滴管另外包裝紙盒打開時的精華滴管與精華分開包裝最外紙盒的包裝文字說明最外紙盒的包裝文字說明-2精華質感是可以流動的輕乳狀，很好延展作拉提按摩 使用
DR.WU 達爾膚,超逆齡肌因再生精華(PDRN升級版),2026/05,6,感謝 @cosme x DR.WU 提供這次的試用機會🎁 這次體驗的是「超逆齡肌因再生精華」PDRN升級版🫶 不管是專櫃、醫美品牌都陸續推出了PDRN的產品，PDRN最近真的好紅💖 這罐精華主打「玫瑰 PDRN」搭配修護型成分， 定位在抗老＋肌膚再生調理。 PDRN在醫美領域常被用於促進修護與提升彈
DR.WU 達爾膚,超逆齡肌因再生精華(PDRN升級版),2026/05,7,46 歲 SOHO 美編，長期居家辦公、熬夜趕稿讓肌膚容易顯得暗沉且乾燥。從 2/15 開始試用 DR.WU 全新升級的超逆齡肌因再生精華，至今連續使用約 10 天，其穩定肌膚的效果令我印象深刻。 ​質地與感官體驗 ​這款精華液呈現乳白色，質地偏向黏稠的液狀，帶有一股深沉且具層次感的發酵酸花香調，聞
DR.WU 達爾膚,超逆齡肌因再生精華(PDRN升級版),2026/05,7,謝謝cosme讓我參加這一次的試用， 自己真的太幸運了，而且試用的是我很喜歡的品牌Dr.Wu這次試用的是超逆齡肌因再生精華PDRN升級版， 我在化妝水後使用，取1.5滴管，輕擦在臉上， 類似白色清爽乳液狀，很好滲透肌膚底層， 沒有悶熱或油膩的負擔感，肌膚吸收後，有充分被修護與潤澤的感覺它是高濃度的精華
DR.WU 達爾膚,超逆齡肌因再生精華(PDRN升級版),2026/05,7,▪️第三代全新升級配方，10倍濃度的雙重類泌體：酵母菌類泌體與山茶花類泌體，搭配玫瑰PDRN高效修護協同作用，倍增修護與再生效能。 ▪️包覆型A醇，採雙層釋放技術，有效穩定A醇活性且具長效緩釋效果同時減少刺激，提升肌膚耐受性。 ▪️專為改善肌膚乾燥、細紋、暗沉、鬆弛等各種老化問題研製的高濃度精華液。深
DR.WU 達爾膚,超逆齡肌因再生精華(PDRN升級版),2026/05,7,這一次能夠抽到試用，真是過年前的大禮呀， 我利用這個假期很認真的試用滴ㄧ滴在手上，它是白色的精華， 看起來是濃稠的質地，擦上臉卻是很好滲透，很快就吸收了， 肌膚瞬間被修護，相當保濕，皮膚摸起來細緻柔滑試用的這段時間，雖然含有類泌體和A醇， 但我的肌膚適應的很好，感覺也無形中提升肌膚的防禦力， 原有的泛
DR.WU 達爾膚,超逆齡肌因再生精華(PDRN升級版),2026/05,6,這次入手 DR.WU 達爾膚【超逆齡肌因再生精華（PDRN升級版）】，整體使用下來感覺蠻不錯的，簡單分享一下外觀、質地和實際感受： ✨ 外觀 瓶身走一個簡約高級感設計，透明瓶搭配淡金色元素，看起來很有「醫美級保養」的氛圍。按壓式設計使用上也很方便，衛生又好控制用量。 💧 質地 精華是偏清透的水凝狀，不
DR.WU 達爾膚,超逆齡肌因再生精華(PDRN升級版),2026/05,6,開頭一樣先來感謝 @cosme 還有 DR.WU 達爾膚 提供本次的試用產品「超逆齡肌因再生精華(PDRN升級版)」☺️ 本次試用產品為正品30ml 是滴管設計～ 質地是偏水的乳狀，帶點微黃色，很輕鬆就可以抹開，抹開後有微潤澤、保濕感但不會悶👍BeforeAfter 使用心得： 前後使用了一個禮
